strategy,horizon_years,block_days,paths,mean_cagr,sd_cagr,mean_terminal_wealth,median_terminal_wealth,median_max_drawdown,worst_max_drawdown,median_annualized_volatility,median_min_wealth,p5_min_wealth,prob_negative_10y,prob_negative_20y,negative_20y_basis,prob_below_sp500,cagr_p5,terminal_wealth_p5,cagr_p10,terminal_wealth_p10,cagr_p50,terminal_wealth_p50,cagr_p90,terminal_wealth_p90,cagr_p95,terminal_wealth_p95,prob_drawdown_worse_than_40,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure_median,mean_delta_exposure_mean,min_exposure_after_loss_median,min_exposure_after_loss_mean,consecutive_poor_rolls_median,consecutive_poor_rolls_mean,depleted_roll_fraction_median,depleted_roll_fraction_mean,underexposed_recovery_median,underexposed_recovery_mean,rolls_median,rolls_mean,mean_delta_exposure_p5,paths_with_major_loss
LEAPS_85_30_TREASURY,30,63,5000,0.1357621138,0.03965812508,77.82085856,44.47142581,-0.430445584,-0.8075631966,0.2091370594,0.9033905668,0.6539855822,0.01797666667,0.001446666667,pooled overlapping windows,0.1188,0.07277480346,8.228087244,0.08449524715,11.39929084,0.1348371042,44.47142581,0.1880096372,175.6715164,0.2020895915,250.158078,0.6556,0.2042,0.0396,0.0014,1.176290443,1.175037518,0.4084400138,0.4499265944,0,0.1966,0.03448275862,0.02502068966,0,0.1968376242,30,30,1.091181172,4933
LEAPS_95_50_TREASURY,30,63,5000,0.1725197918,0.07764889727,850.2060081,105.9513899,-0.6927455064,-0.9854578474,0.3975969455,0.7581417825,0.3234015111,0.08623166667,0.02512833333,pooled overlapping windows,0.1054,0.05265139301,4.66194992,0.07423361057,8.570470514,0.1681550048,105.9513899,0.2746258714,1450.862621,0.3069114214,3072.86742,1,0.9906,0.8328,0.299,2.30153068,2.299676351,0.5617175491,0.5871949481,0,0.343,0.03448275862,0.04397241379,0,0.1824,30,30,2.117203259,5000
SP500_1X,20,126,2000,0.1121034882,0.03890151191,10.39957636,8.645005758,-0.3994140212,-0.8636850755,0.1813320024,0.9233515396,0.5961252059,0.02567083333,0.0055,across paths,0,0.04808333368,2.558093249,0.06186365586,3.321813026,0.1138796148,8.645005758,0.1613419954,19.91602294,0.1722594593,24.01457779,0.4985,0.1815,0.046,0.0035,,,,,,,,,,,,,,0
UPRO_SMA_TO_SP500,20,126,2000,0.1293870389,0.1011427449,48.8565013,10.44456687,-0.7346022699,-0.9933327645,0.3975612989,0.6611998958,0.1730620585,0.1752958333,0.097,across paths,0.4045,-0.03115836597,0.5309571252,0.002171978549,1.0443487,0.1244611768,10.44456687,0.2593876351,100.736881,0.2950235349,176.0164675,1,0.9885,0.8735,0.464,,,,,,,,,,,,,,0
UPRO60_TMF40,20,126,2000,0.1553750578,0.07652285517,39.04495237,17.60974743,-0.6294838896,-0.970800666,0.3187137993,0.795113731,0.3276603935,0.07488333333,0.0195,across paths,0.1795,0.03293475551,1.911867749,0.05954164332,3.17951336,0.1542174738,17.60974743,0.2543575615,92.98804611,0.2824144027,144.7334929,0.9865,0.912,0.603,0.177,,,,,,,,,,,,,,0
LEAPS_80_25_TREASURY,20,126,2000,0.1207514494,0.03886877342,12.22767601,9.792340597,-0.3395938238,-0.7110196089,0.165643792,0.931267975,0.7106705887,0.01436666667,0.001,across paths,0.367,0.05763565145,3.067058127,0.07021775663,3.885465603,0.1208417391,9.792340597,0.1706506323,23.36394175,0.1847585698,29.68911191,0.2385,0.0525,0.0065,0,0.8986396721,0.895166894,0.4757905873,0.4964657918,0,0.09,0,0.02231578947,0,0.1809859155,20,20,0.8174662212,1420
LEAPS_85_30_TREASURY,20,126,2000,0.1365636345,0.04957890958,18.40885784,12.5418342,-0.4007249107,-0.8037638484,0.205893477,0.9068931321,0.6463007379,0.0236625,0.003,across paths,0.155,0.05646381466,2.999802456,0.07325260619,4.11186687,0.1347966243,12.5418342,0.2014437281,39.27071158,0.2185524935,52.10565542,0.5015,0.1525,0.032,0.001,1.186450896,1.182038486,0.4671966404,0.5135521479,0,0.1275,0,0.02907894737,0,0.2383001614,20,20,1.067718895,1859
LEAPS_95_50_TREASURY,20,126,2000,0.1766911161,0.09783625774,92.25764891,23.76534897,-0.6530529748,-0.9720381797,0.3920271876,0.7644036564,0.3240903693,0.08929583333,0.025,across paths,0.1475,0.02466027688,1.627788619,0.05240524252,2.777538344,0.171647948,23.76534897,0.30827631,215.7692809,0.3423250886,360.708241,0.999,0.9475,0.691,0.203,2.326837995,2.324206993,0.6187718459,0.6698161842,0,0.2325,0.05263157895,0.04657894737,0,0.2395,20,20,2.073294167,2000
SP500_1X,30,126,2000,0.1116408436,0.03200121311,33.39871007,24.68550018,-0.4381204427,-0.8767657373,0.1822112504,0.9231167797,0.5943917192,0.02522291667,0.004441666667,pooled overlapping windows,0,0.0574337764,5.341073506,0.06994429878,7.601079307,0.1127884581,24.68550018,0.1524210486,70.53746687,0.1612645179,88.72050642,0.6405,0.2635,0.0735,0.005,,,,,,,,,,,,,,0
UPRO_SMA_TO_SP500,30,126,2000,0.1271180669,0.08248483773,319.1286474,35.87442439,-0.7844019404,-0.9964278034,0.3992553063,0.6537894741,0.1530592546,0.18170625,0.09855833333,pooled overlapping windows,0.402,-0.005861326523,0.8383137628,0.0245172404,2.068224955,0.1267402186,35.87442439,0.233755644,545.7571928,0.2632747762,1109.364461,1,0.998,0.9605,0.6195,,,,,,,,,,,,,,0
UPRO60_TMF40,30,126,2000,0.153981579,0.06241170613,230.705772,76.67015177,-0.6731640642,-0.9749494902,0.3186638138,0.7935464339,0.3158755767,0.07407916667,0.0233,pooled overlapping windows,0.142,0.05203007751,4.580099282,0.07292528651,8.262781553,0.1556278402,76.67015177,0.2348758652,560.8213831,0.2582516742,984.3784779,0.999,0.973,0.734,0.2575,,,,,,,,,,,,,,0
LEAPS_80_25_TREASURY,30,126,2000,0.120239152,0.03176571231,42.37801767,30.65357732,-0.3660569588,-0.7110196089,0.1658678559,0.931267975,0.7106705887,0.01376458333,0.0007916666667,pooled overlapping windows,0.333,0.0670527839,7.008359675,0.07948065913,9.919541682,0.1208489974,30.65357732,0.1616834856,89.6857947,0.1716499587,115.88594,0.3385,0.0755,0.0095,0,0.8979716996,0.895891378,0.4332455404,0.4579706096,0,0.1345,0,0.02237931034,0,0.1891252955,30,30,0.8312520478,1692
LEAPS_85_30_TREASURY,30,126,2000,0.1358549769,0.04063012753,78.18280459,46.23845338,-0.429939933,-0.8037638484,0.2059671222,0.9068931321,0.6463007379,0.02295625,0.002929166667,pooled overlapping windows,0.101,0.06995119612,7.602549741,0.08299636125,10.93598769,0.1363119591,46.23845338,0.1892846602,181.4170016,0.2036114307,259.8360375,0.648,0.2285,0.0495,0.002,1.186655809,1.183117749,0.3942145815,0.4341105247,0,0.1875,0.03448275862,0.02929310345,0,0.2367617108,30,30,1.087346264,1964
LEAPS_95_50_TREASURY,30,126,2000,0.1746584937,0.0804813123,839.9185022,121.5695708,-0.6927065471,-0.9720381797,0.3921416999,0.7638986505,0.3196236739,0.091125,0.03362083333,pooled overlapping windows,0.108,0.04629113248,3.8869026,0.06993443964,7.598978323,0.173521222,121.5695708,0.2789206576,1604.923871,0.3116649366,3426.520202,1,0.9875,0.8315,0.307,2.334204247,2.326894298,0.5037336189,0.5439070268,0,0.3295,0.03448275862,0.04636206897,0,0.2375,30,30,2.116386824,2000
